Epoch,Train Loss,Validation Loss
1,7.64097652166241,6.748063112560072
2,6.422091769574204,5.994482416855662
3,5.776002898859006,5.327490304645739
4,5.161051922083648,4.685565095198782
5,4.5272168806727775,4.014209584185951
6,3.8975915079206507,3.3265440464019775
7,3.316914186955993,2.8148201641283537
8,2.819951061918444,2.3403969563935934
9,2.3899872721549484,1.9911452594556307
10,2.032838594203459,1.7179992826361405
11,1.745163061028364,1.4861550080148798
12,1.5030842062821583,1.30365714901372
13,1.2963111959281013,1.15264619337885
14,1.1213970113323775,1.025911974279504
15,0.9755854410437581,0.923818660409827
16,0.853021359742622,0.8431948893948605
17,0.7465017570597251,0.7682344787999204
18,0.6579249166769667,0.7056649076311212
19,0.5777957694470696,0.6368360770376105
20,0.5092154720733906,0.5939626474129526
21,0.44870928845435476,0.5512074937945918
22,0.39833439181217206,0.5244137942790985
23,0.35169351119606473,0.4903723440672222
24,0.31083157298893765,0.45947773519315216
25,0.2768614777483537,0.4406851435962476
26,0.2458715088969114,0.4187650570743962
27,0.21824044031222412,0.39940321759173747
28,0.19354647519446466,0.36987120226809855
29,0.17155587853028856,0.3468878441735318
30,0.15262010670194057,0.33766940392945943
31,0.1363923066415383,0.32985397075351913
32,0.11994143745929096,0.3093720737256502
33,0.10687185424528899,0.2886489535632886
34,0.09540758862344074,0.29434159162797424
35,0.08354203399492656,0.28762177966142954
36,0.0740901572880887,0.26885215467528295
37,0.06615680908101106,0.2542696901057896
38,0.05873623152254704,0.25413342447657333
39,0.05430970290751667,0.2421770989894867
40,0.04758571968545267,0.2517536141370472
41,0.04204156946355833,0.2311715177799526
42,0.039347842686041766,0.23929182243974587
43,0.03455550068563148,0.23983169307834223
44,0.03198711418175959,0.22278867505098643
45,0.030494395259557567,0.24415432700985357
46,0.02866084646392719,0.23644236985005831
47,0.02626860214303887,0.22646524796360418
48,0.024886422317626895,0.22542107183682292
49,0.023875772859609238,0.2313610111412249
50,0.021765843055686886,0.22658531838341764
51,0.021340289265559666,0.22750173587548106
52,0.019827420909401487,0.23756856667368034
53,0.01947678824256066,0.23148765846302635
54,0.018629339654991247,0.21121017948577278
55,0.01834746457265579,0.22403793193792043
56,0.01675880438324099,0.22664352388758408
57,0.01700269082870603,0.22053378193002
58,0.01659975567070598,0.2527995046816374
59,0.015449826300164633,0.21590980338422874
60,0.017078774766616966,0.2278232676418204
61,0.015511769532053776,0.2350615215928931
62,0.01586221912613016,0.2238517834952003
63,0.015853807101680148,0.23686821837174266
64,0.0164121445863242,0.2110801974409505
65,0.016042095826877437,0.23155454271718076
66,0.014979708595288958,0.2174626565293262
67,0.015049318071173032,0.22162993252277374
68,0.013910409706122123,0.21781157192430997
69,0.013788883076531106,0.2254624390288403
70,0.014367483470875034,0.2091856732180244
71,0.014031362301249605,0.22954328671882027
72,0.014338260705014953,0.21608986823182358
73,0.013652845094970145,0.22072817620478177
74,0.013748018596201644,0.21185212229427539
75,0.013526996481232345,0.22275222288934807
76,0.01330974942812591,0.22288075560017637
77,0.012714036068876148,0.22219930589199066
78,0.013716155010440495,0.22794288788971148
79,0.013691636725682122,0.21697772333496496
80,0.013827831140423024,0.21466028925619626
81,0.013098917897136702,0.2347240338200017
82,0.014220756213479971,0.22690434361758985
83,0.01268171224499349,0.22060102381204305
84,0.01262165075000142,0.21434041700865092
85,0.013424107847136057,0.21299750553934196
86,0.012471828692728438,0.20354175567626953
87,0.011838208887102753,0.21192063469635813
88,0.01267468145877695,0.20472052144376854
89,0.012590794611669679,0.21673822246099772
90,0.012100518109068146,0.19946711157497607
91,0.011992563165835218,0.21495789132620158
92,0.012502334816899548,0.21199881559924075
93,0.012039340859706744,0.2138156506576036
94,0.012293615501788577,0.19681787412417562
95,0.011647229912752128,0.2065374780642359
96,0.011968382508866197,0.20124137872143796
97,0.012583880105200384,0.20032425224781036
98,0.011698111591949696,0.20464032104140834
99,0.011853211144420396,0.21782112670572182
100,0.01257064529942045,0.20304548661959798
101,0.012090952800813811,0.20661045846186185
102,0.011724630649548992,0.20407257346730484
103,0.011658375221249856,0.21107533652531474
104,0.01171899580301463,0.19663205899690328
105,0.011408479829252402,0.20622811191960386
106,0.011855069713208672,0.2049939287336249
107,0.01108775262430392,0.20447002116002536
108,0.012046287039719628,0.18728466018250114
109,0.01209774508834729,0.2060418387776927
110,0.01148589911595495,0.2045713169010062
111,0.011890858475835615,0.1923737423984628
112,0.011582198716097199,0.19900339763415487
113,0.012440093770075069,0.20796554966976769
114,0.01137507948916782,0.18412888991205315
115,0.01151076068121467,0.2114681248602114
116,0.01138141368441707,0.1965079864389018
117,0.010649578038659268,0.19913259540733538
118,0.011151545661991334,0.19307772344664523
119,0.012480238027218146,0.197139541569509
120,0.010658630545632068,0.20729480762230723
121,0.011508360993026589,0.19509915144819961
122,0.010250808073530342,0.19365966790600828
123,0.011474014087715171,0.17841425851771706
124,0.011666007353457094,0.193160554296092
125,0.010606443592300492,0.1923052762684069
126,0.011076934181838399,0.1903042009002284
127,0.01186723489519413,0.19222203602916316
128,0.010619164817473124,0.18746110640074076
129,0.011784653054447378,0.18822033624900014
130,0.010395062574879543,0.1917018827639128
131,0.011388187265760035,0.20263861119747162
132,0.01033213736898511,0.18440228622210653
133,0.011146330598433032,0.19220850812761406
134,0.010692070152349244,0.1868577136805183
135,0.010998792185442271,0.18767391615792325
136,0.010959252797313133,0.20022400429374293
137,0.011243660511032219,0.1918069673211951
138,0.010200239027405834,0.1980461039041218
139,0.011191543532706225,0.17759508365078977
140,0.01109043808409807,0.19537322066332163
141,0.010953350644595163,0.17380815391477786
142,0.01037097879215421,0.1852712278303347
143,0.011318305996775796,0.1959017640665958
144,0.010731981228781589,0.1759475014711681
145,0.010999348638090232,0.18326399906685478
146,0.010582765623351243,0.1792194255088505
147,0.011040358845313111,0.18982267693469398
148,0.01062856499223567,0.19256315968538584
149,0.010434599310272085,0.18325098486323105
150,0.010952578076025687,0.18099766734399295
151,0.010391433847258685,0.1782559972060354
152,0.010827309384118754,0.18465805210565267
153,0.010281782665181916,0.17606612490980247
154,0.010498334563718263,0.1860426029092387
155,0.010315453480118243,0.18581566292988627
156,0.010919651774022448,0.18395568038287916
157,0.010092688518025998,0.187143170519879
158,0.010758939805950789,0.18290584808901736
159,0.01035568174551355,0.18255550767246045
160,0.010632855788891081,0.18950352935414566
161,0.009965239582546085,0.17886926076914134
162,0.01036741098770025,0.17611539991278397
163,0.009855622236454876,0.17966639054448982
164,0.010553152491918802,0.18445224197287308
165,0.011244364691895306,0.18137173746761523
166,0.010928091823362795,0.17806917193688845
167,0.010332268254567218,0.18223126232624054
168,0.010126229255718579,0.1822146773338318
169,0.01038871403527373,0.17942721357471064
170,0.010217077767445055,0.1794630838067908
171,0.009965914413062885,0.18228767576970553
172,0.01058073049284544,0.18315805024222323
173,0.009796724575177582,0.18560560753470973
174,0.010130368269009947,0.19209729291890798
175,0.010812101775829952,0.18551110280187508
176,0.00989050138769102,0.1842169989096491
177,0.00995051986092649,0.18670220751511424
178,0.009932469845784837,0.17370255056180453
179,0.010206530038318465,0.18565557583382256
180,0.010335426340952551,0.17767898346248426
181,0.010408199224752435,0.17762867557375053
182,0.009135925932039235,0.18064298912098534
183,0.010044205328467854,0.18050093007715126
184,0.010125634775631682,0.1711718714550922
185,0.010587709579209148,0.1834111872472261
186,0.009931959471479934,0.17745647853926608
187,0.010973284865943365,0.17757539843258105
188,0.009827629423741876,0.18651520735339114
189,0.009645503519765659,0.18439688808039614
190,0.009888293586166278,0.18834111486610614
191,0.010744221890045966,0.17937453561707548
192,0.011159896698361043,0.1783032880017632
193,0.010211092397296177,0.18883478563082845
194,0.009972920609735899,0.17114176130608508
195,0.010472857526526859,0.1818106982268785
196,0.010516530066627503,0.17981581233049693
197,0.009851687327779093,0.1775085173155132
198,0.010121822464195894,0.17641632180464895
199,0.009650556768125016,0.18247610722717486
200,0.009562904123068337,0.18543961330464012
201,0.010136756736562197,0.1835184748235502
202,0.011036930878378077,0.18270131161338404
203,0.009811647303130909,0.18043386230343267
204,0.009910579213177709,0.18107691250349345
205,0.009208526104813819,0.17891860400375567
206,0.009426609566608563,0.17706585087274251
207,0.009667126810242755,0.1770566646990023
208,0.009943783366850133,0.17507376953175194
209,0.00980237545518549,0.178337120696118
210,0.009803645214207141,0.17543591558933258
211,0.009825293028538866,0.16909055019679822
212,0.009350221718562588,0.1860168191947435
213,0.009586541700690728,0.17308230776535838
214,0.009919620743946488,0.17723478690574043
215,0.009096404408735331,0.1736798357022436
216,0.010000339005073841,0.1760814833013635
217,0.009384671464311703,0.17393972136472402
218,0.010341800861976615,0.17002630939609126
219,0.00982670950968633,0.17998964221853958
220,0.009520685197455227,0.17895645922736117
221,0.009748169393280484,0.18423364821233248
222,0.00901199271902442,0.1787000486725255
223,0.00963884977025139,0.17624322050496152
224,0.00922668861141494,0.169959630621107
225,0.00961685671122908,0.17319255753567345
226,0.009449513460614217,0.17473370699506058
227,0.009598146288981953,0.18097876012325287
228,0.009221324179563117,0.1784850515817341
229,0.009537948642211067,0.1735300162905141
230,0.009128445930389226,0.17676279497774025
231,0.010190460497190808,0.17588581380091214
232,0.009674326194082402,0.1746868334318462
233,0.009691051595229773,0.1816126398350063
234,0.009021282593143424,0.1792032506905104
235,0.010427709887290321,0.180373531423117
236,0.00905090193532416,0.17146078928520805
237,0.009261690983479422,0.17432252905870738
238,0.008941367617443343,0.17769906944350192
239,0.008855375150307286,0.1763239761716441
240,0.009443763689120479,0.17825571565251602
241,0.009260525800861407,0.17243075919778725
242,0.008916492168652916,0.17631583935336062
243,0.008851801896594439,0.17068828446300408
244,0.009252854265534642,0.17228200404267563
245,0.008726105394710781,0.17313911334464424
246,0.008490781430235326,0.17435739699162936
247,0.009447249978170204,0.17414721611299014
248,0.008774964552933605,0.17636371051010333
249,0.008853548008136211,0.17657352356534256
250,0.00871487640179796,0.17826853849385915
251,0.0088196231096437,0.18419415621381058
252,0.009148916466815578,0.1831079297944119
253,0.007985227162919451,0.17213860703142067
254,0.00962488925247599,0.17666545588719218
255,0.008930515690154154,0.1788765991988935
256,0.009248672728445002,0.17595896281694112
257,0.009196765035900672,0.17813095764109962
258,0.008522520729958818,0.17435615784243533
259,0.008626587896892104,0.1759544971742128
260,0.008350944402700634,0.1879346660877529
261,0.009900219626447366,0.17569749214147268
262,0.008986895064723702,0.17070897394105009
263,0.007867031019629158,0.17236113626705973
264,0.008483847731158362,0.17707530683592745
265,0.008456263847152416,0.17312633599105634
266,0.00934943814591693,0.17471870309428164
267,0.009386903382419917,0.17663944081256264
268,0.00796913864299236,0.17102804936860738
269,0.00793187089787532,0.17921687192038485
270,0.008625244207754674,0.1755558558200535
271,0.00817951263818265,0.1718228925999842
272,0.00766278017745835,0.1752833206402628
273,0.00784911370075667,0.18002608653746152
274,0.007392031196187335,0.17520399077942497
275,0.0073967866103608615,0.17608064020934858
276,0.008557550345808794,0.16739123549900556
277,0.006826400674542348,0.17242132519420825
278,0.00795035003412582,0.18028101168180766
279,0.007854581819931162,0.1733049397405825
280,0.007741760966593551,0.17418448470140757
281,0.00820573356248355,0.1748019378436239
282,0.007114119076795531,0.1741969185440164
283,0.00888097388388846,0.17694313196759476
284,0.007407271960809707,0.17417141167741074
285,0.006839810362319991,0.17807059146856008
286,0.006479853665916728,0.1763107015898353
287,0.007075635350377191,0.17130293971613833
288,0.006689163691666763,0.17740871874909653
289,0.006089688870208455,0.17447746427435623
290,0.007392426350115299,0.17823323999580584
291,0.0073983573269385105,0.18214102873676702
292,0.006514434444591794,0.1764586544350574
293,0.007019700295958583,0.1737639511886396
294,0.006581496583629213,0.17907361921511197
295,0.0073766662453835525,0.17437807431346491
296,0.0058641423664963005,0.17833261505553596
297,0.006540461403084554,0.17799126396053716
298,0.007617742428720307,0.18265704104774877
299,0.006683028556080243,0.19512671310650676
300,0.006513454373101164,0.1776370163026609
